docNumber,id,title,year,category,canonicalUrl,pdfPath,sha256
ROA-2019-0008,00920-declassified20her20britannic20majesty20queens20speech2017th20october201961,009 Declassified Her Britannic Majesty Queens Speech 17th October 1961,2019,historical,https://roa.vercel.app/documents/00920-declassified20her20britannic20majesty20queens20speech2017th20october201961,/documents/00920-declassified20her20britannic20majesty20queens20speech2017th20october201961.pdf,9892212afe68c15951b4471c4987a67d5212b21f5fa14d5be595bd999f1ac0aa
ROA-2019-0009,01020-declassified20confidential20her20britannic20majestys20government20decision20on20southern20cameroons2028th20nov201961,010 Declassified Confidential Her Britannic Majestys Government Decision On Southern Cameroons 28th Nov 1961,2019,historical,https://roa.vercel.app/documents/01020-declassified20confidential20her20britannic20majestys20government20decision20on20southern20cameroons2028th20nov201961,/documents/01020-declassified20confidential20her20britannic20majestys20government20decision20on20southern20cameroons2028th20nov201961.pdf,bb954650ce46009a6257e1a2add1b69df40cee597e97042f4bc4ca08eb6f47bc
ROA-2019-0010,ambazonia20interpleader20summons20at20icj-20may201994,Ambazonia Interpleader Summons At Icj May 1994,2019,historical,https://roa.vercel.app/documents/ambazonia20interpleader20summons20at20icj-20may201994,/documents/ambazonia20interpleader20summons20at20icj-20may201994.pdf,270ae311115d153a476e1c8159dfd24be8404bf512bad5ae5ae237a0f0c08988
ROA-2019-0011,roa20is20anchored20on20-restoration20law20no.2084-0120of204th20february201984,Roa Is Anchored On Restoration Law No. 84 01 Of 4th February 1984,2019,legal,https://roa.vercel.app/documents/roa20is20anchored20on20-restoration20law20no.2084-0120of204th20february201984,/documents/roa20is20anchored20on20-restoration20law20no.2084-0120of204th20february201984.pdf,c6df0519d0fc507424105ab5b22e130ebd1d2af09b7cbad5d1022804bea85112
ROA-2019-0012,the20republic20of20ambazonia20at20organisation20of20african20unity20june201991,The Republic Of Ambazonia At Organisation Of African Unity June 1991,2019,un,https://roa.vercel.app/documents/the20republic20of20ambazonia20at20organisation20of20african20unity20june201991,/documents/the20republic20of20ambazonia20at20organisation20of20african20unity20june201991.pdf,0f9d71f2299030773c220804263e86aa521fd5db72152dd0f756291b8ac20195
ROA-2019-0013,the20republic20of20cameroons20constitution20as20amended20by20restoration20law2084200120of20feb.201984,The Republic Of Cameroons Constitution As Amended By Restoration Law 84 01 Of Feb. 1984,2019,constitutional,https://roa.vercel.app/documents/the20republic20of20cameroons20constitution20as20amended20by20restoration20law2084200120of20feb.201984,/documents/the20republic20of20cameroons20constitution20as20amended20by20restoration20law2084200120of20feb.201984.pdf,8580bb9fbea1468df8fe53fba58492b58cdfadc9892719512ba15afebb06be71
ROA-2019-0014,trusteeship20agreement20on20cameroons20under20united20kingdom20administration201947,Trusteeship Agreement On Cameroons Under United Kingdom Administration 1947,2019,international,https://roa.vercel.app/documents/trusteeship20agreement20on20cameroons20under20united20kingdom20administration201947,/documents/trusteeship20agreement20on20cameroons20under20united20kingdom20administration201947.pdf,93ffe5eb320530f51918c665703fd98ab111038cadee1309f6709949f4fa9859
ROA-2020-0001,adamstown20minutes20of20feb2025202001,Adamstown Minutes Of Feb 25 01,2020,historical,https://roa.vercel.app/documents/adamstown20minutes20of20feb2025202001,/documents/adamstown20minutes20of20feb2025202001.pdf,3d7602e4b39cdfacdc702ea8e1e5789cf7eb05278de0f140389560a4aaa26b8a
ROA-2020-0002,ordinance20ambazonia20decameroonization20ordinance20122023202005,Ordinance Ambazonia Decameroonization Ordinance 12 23 05,2020,ordinance,https://roa.vercel.app/documents/ordinance20ambazonia20decameroonization20ordinance20122023202005,/documents/ordinance20ambazonia20decameroonization20ordinance20122023202005.pdf,9cef4a5612e837d25a79e5ebcfb0271f5ccc7d5ace6bc636a2bf61c55d833165
ROA-2020-0003,ordinance20ambazonian20independent20bailiff20non20governmental20organization2020ordinance20aibango,Ordinance Ambazonian Independent Bailiff Non Governmental Organization Ordinance Aibango,2020,ordinance,https://roa.vercel.app/documents/ordinance20ambazonian20independent20bailiff20non20governmental20organization2020ordinance20aibango,/documents/ordinance20ambazonian20independent20bailiff20non20governmental20organization2020ordinance20aibango.pdf,9250eee7ed8980b9ffab128ed83e957229118da1d5fbb3d157a24432ee3a6e07
ROA-2020-0004,ordinance20jepao20december2021202005,Ordinance Jepao December 21 05,2020,ordinance,https://roa.vercel.app/documents/ordinance20jepao20december2021202005,/documents/ordinance20jepao20december2021202005.pdf,cab960004827c4a85c637e454dd08f1cd4b9295df510a9eac8a767bb51a0caf8
ROA-2020-0005,ordinance20public20officers20replacement2020ordinance,Ordinance Public Officers Replacement Ordinance,2020,ordinance,https://roa.vercel.app/documents/ordinance20public20officers20replacement2020ordinance,/documents/ordinance20public20officers20replacement2020ordinance.pdf,a8165edd545bf1e29d19fb3152b16654a8eea20ddd054bdd2801190339ea9cea
ROA-2020-0006,un20gift20of20maps20to20paul20biya20on202020may202010,Un Gift Of Maps To Paul Biya On May 10,2020,un,https://roa.vercel.app/documents/un20gift20of20maps20to20paul20biya20on202020may202010,/documents/un20gift20of20maps20to20paul20biya20on202020may202010.pdf,f47a8e958f8d81d2e8ff883d96ea3e20ad606e1382634888cdb58c2b37b5768d
ROA-2022-0001,the20two20alternatives20part20220-republic20of20cameroon20and20southern20cameroons,The Two Alternatives Part 2 Republic Of Cameroon And Southern Cameroons,2022,historical,https://roa.vercel.app/documents/the20two20alternatives20part20220-republic20of20cameroon20and20southern20cameroons,/documents/the20two20alternatives20part20220-republic20of20cameroon20and20southern20cameroons.pdf,3f35a9c537b38eff77a964ca720fc579070189e03599c25efa4e36e84a1bb58a
ROA-2026-0001,muna27s20speech20at20the20un20ga20acknowledging20unification202620independence20of20the20cameroons,Muna's Speech At The Un Ga Acknowledging Unification 26 Independence Of The Cameroons,2026,un,https://roa.vercel.app/documents/muna27s20speech20at20the20un20ga20acknowledging20unification202620independence20of20the20cameroons,/documents/muna27s20speech20at20the20un20ga20acknowledging20unification202620independence20of20the20cameroons.pdf,4f7678df7da0a093f876476a729bbe063438f90e3a3d023e2ade354a39de74e4
ROA-2026-0002,munas20speech20at20the20un20ga20acknowledging20unification202620independence20of20the20cameroons,Munas Speech At The Un Ga Acknowledging Unification 26 Independence Of The Cameroons,2026,un,https://roa.vercel.app/documents/munas20speech20at20the20un20ga20acknowledging20unification202620independence20of20the20cameroons,/documents/munas20speech20at20the20un20ga20acknowledging20unification202620independence20of20the20cameroons.pdf,4f7678df7da0a093f876476a729bbe063438f90e3a3d023e2ade354a39de74e4
ROA-2026-0003,un20legal20analysis20or20interpretation20of20article208520as20applied20to20british20cameroons202620others,Un Legal Analysis Or Interpretation Of Article 85 As Applied To British Cameroons 26 Others,2026,un,https://roa.vercel.app/documents/un20legal20analysis20or20interpretation20of20article208520as20applied20to20british20cameroons202620others,/documents/un20legal20analysis20or20interpretation20of20article208520as20applied20to20british20cameroons202620others.pdf,f76fd26279b0b5b54304f0845c2399ba9b51e39a0ff8397f560ef33fb7499940
ROA-2028-0001,ordinance20united20nations20bakassi20accord2028implementation2920ordinance,Ordinance United Nations Bakassi Accord 28implementation) Ordinance,2028,ordinance,https://roa.vercel.app/documents/ordinance20united20nations20bakassi20accord2028implementation2920ordinance,/documents/ordinance20united20nations20bakassi20accord2028implementation2920ordinance.pdf,b84fd03eac557311539180ad7339ff5b639e27fa73292be15bb1eaad71db919b
